,class,number_of_exclamation_mark,number_of_question_mark,number_of_full_stop_mark,number_of_hateful_words,number_of_neutral_words,number_of_interjections,number_of_all_caps_words,number_of_quotation_marks,number_of_words,number_of_laughing_expressions,hate_speech_unigrams,hate_speech_bigrams,hate_speech_trigrams,unigrams,bigrams,trigrams,pattern_count,patterns,sentiment,topic
9679,1,0,0,7,1,2,0,0,0,22,0,5,0,0,"[('women',), ('asian',), ('look',), ('friend',), ('surpris',)]",[],[],3,"{('NNS', 'VBP'), ('NNS', 'IN'), ('JJ', 'NNS')}",0.1945,0
9680,1,0,0,3,0,3,0,0,0,21,0,0,0,0,[],[],[],2,"{('NNS', 'VBP'), ('DT', 'NN')}",-0.8834,0
9681,1,0,0,1,0,1,0,0,0,14,0,0,0,0,[],[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.3182,0
9682,1,0,2,0,0,1,0,0,0,9,0,0,0,0,[],[],[],4,"{('NN', 'IN'), ('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",0.0,0
9683,1,1,0,0,3,5,0,2,0,37,0,7,0,0,"[('friend',), ('girl',), ('day',), ('hope',), ('nt',), ('saw',), ('tell',)]",[],[],7,"{('NNS', 'VBP'), ('NNS', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.8858,0
9684,1,0,0,1,0,5,0,0,0,21,0,3,0,0,"[('govern',), ('free',), ('million',)]",[],[],7,"{('NNS', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.5106,0
9685,1,0,0,1,0,4,0,1,0,50,0,4,0,0,"[('make',), ('think',), ('babi',), ('eat',)]",[],[],11,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.9022,1
9686,1,0,0,1,0,0,0,0,0,9,0,0,0,0,[],[],[],2,"{('DT', 'JJ'), ('JJ', 'NN')}",0.0,1
9687,1,0,0,1,0,2,0,0,0,19,0,0,0,0,[],[],[],3,"{('JJ', 'NN'), ('NNS', 'IN'), ('PRP', 'VBP')}",-0.1027,0
9688,1,0,0,1,0,1,0,0,0,8,0,0,0,0,[],[],[],2,"{('IN', 'NN'), ('NNS', 'IN')}",0.4404,1
9689,1,0,0,1,0,6,0,0,0,40,0,2,0,0,"[('eat',), ('big',)]",[],[],7,"{('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.3167,0
9690,1,0,0,1,1,2,0,0,0,14,0,2,0,0,"[('liber',), ('stupid',)]",[],[],2,"{('IN', 'DT'), ('NNS', 'IN')}",0.34,1
9691,1,0,0,1,0,1,0,0,0,11,0,4,0,0,"[('exact',), ('govern',), ('new',), ('want',)]",[],[],3,"{('DT', 'JJ'), ('JJ', 'NN'), ('PRP', 'VBP')}",0.0772,1
9692,1,0,0,1,1,2,0,0,0,13,0,2,0,0,"[('today',), ('read',)]",[],[],4,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN'), ('TO', 'VB')}",-0.7351,0
9693,1,0,1,0,0,0,0,1,0,9,0,3,0,0,"[('nation',), ('wonder',), ('attack',)]",[],[],3,"{('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",-0.5719,0
9694,1,0,0,1,3,0,0,0,0,17,0,2,0,0,"[('jew',), ('dark',)]",[],[],7,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('NNS', 'IN')}",-0.296,1
9695,1,0,1,0,0,0,0,0,0,3,0,0,0,0,[],[],[],0,set(),0.0,0
9696,1,0,0,2,0,0,0,0,0,6,0,0,0,0,[],[],[],0,set(),0.0,1
9697,1,0,0,2,0,2,0,0,0,24,0,1,0,0,"[('crap',)]",[],[],5,"{('JJ', 'NNS'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.4019,0
9698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],0,set(),0.0,0
9699,1,0,0,1,2,5,0,1,0,16,0,6,0,0,"[('-pron-',), ('have',), ('day',), ('today',), ('nt',), ('seen',)]",[],[],5,"{('NN', 'CC'), ('IN', 'NN'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.0,0
9700,1,0,0,1,1,2,0,0,0,8,0,2,0,0,"[('day',), ('good',)]",[],[],3,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN')}",0.4404,1
9701,1,0,0,2,0,2,0,1,0,10,0,2,0,0,"[('town',), ('live',)]",[],[],3,"{('IN', 'DT'), ('JJ', 'NN'), ('IN', 'NN')}",0.0,0
9702,1,0,0,1,2,3,0,1,0,22,0,5,0,0,"[('dark',), ('girl',), ('young',), ('littl',), ('seen',)]",[],[],5,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",0.0,1
9703,1,1,0,0,0,0,0,0,0,2,0,1,0,0,"[('hear',)]",[],[],1,"{('JJ', 'NN')}",0.0,0
9704,1,1,0,0,0,0,0,1,0,8,0,1,0,0,"[('speak',)]",[],[],3,"{('NN', 'IN'), ('IN', 'NN'), ('NN', 'NN')}",0.0,1
9705,1,1,0,0,0,2,0,0,0,8,0,1,0,0,"[('support',)]",[],[],1,"{('JJ', 'NN')}",0.4574,1
9706,1,1,0,0,0,0,0,0,0,7,0,1,0,0,"[('new',)]",[],[],4,"{('NN', 'IN'), ('DT', 'JJ'), ('JJ', 'NN'), ('IN', 'NN')}",0.1511,0
9707,1,0,0,1,0,3,0,0,0,21,0,1,0,0,"[('follow',)]",[],[],3,"{('IN', 'NN'), ('TO', 'VB'), ('DT', 'NN')}",-0.296,0
9708,1,0,0,1,0,2,0,0,0,15,0,3,0,0,"[('peopl',), ('find',), ('yes',)]",[],[],2,"{('NNS', 'VBP'), ('PRP', 'VBP')}",0.2144,0
9709,1,0,0,1,2,1,0,2,0,14,0,2,0,0,"[('guy',), ('pass',)]",[],[],3,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN')}",0.0,0
9710,1,0,0,1,1,3,0,1,0,18,0,3,0,0,"[('right',), ('saw',), ('believ',)]",[],[],5,"{('JJ', 'NNS'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN')}",0.2263,1
9711,1,0,0,3,2,0,0,0,0,7,0,1,0,0,"[('real',)]",[],[],2,"{('JJ', 'NN'), ('JJ', 'NNS')}",-0.6486,1
9712,1,1,0,0,0,0,0,0,0,8,0,3,0,0,"[('peopl',), ('nt',), ('problem',)]",[],[],1,"{('DT', 'NN')}",-0.5848,1
9713,1,0,0,0,0,1,0,1,0,28,0,4,0,0,"[('save',), ('teacher',), ('love',), ('school',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('IN', 'DT'), ('DT', 'NN')}",-0.5499,0
9714,1,0,0,3,0,0,0,0,0,15,0,4,0,0,"[('go',), ('send',), ('money',), ('famili',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'NN')}",0.0,0
9715,0,0,0,1,0,1,0,0,0,6,0,1,0,0,"[('piec',)]",[],[],2,"{('NN', 'IN'), ('TO', 'VB')}",0.0,1
9716,1,0,0,1,0,0,0,0,0,14,0,2,0,0,"[('right',), ('music',)]",[],[],4,"{('NN', 'CC'), ('DT', 'JJ'), ('JJ', 'NN'), ('TO', 'VB')}",0.5719,1
9717,1,0,0,1,1,2,0,2,0,13,0,1,0,0,"[('like',)]",[],[],7,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.4155,1
9718,1,1,0,0,0,3,0,0,0,10,0,1,0,0,"[('youtub',)]",[],[],4,"{('IN', 'NN'), ('NN', 'NN'), ('NNS', 'IN'), ('JJ', 'NNS')}",-0.3382,1
9719,1,0,0,1,0,0,0,2,0,14,0,4,0,0,"[('guy',), ('red',), ('like',), ('sure',)]",[],[],3,"{('NNS', 'VBP'), ('IN', 'DT'), ('DT', 'NN')}",0.4155,1
9720,1,1,0,0,0,6,0,1,0,34,0,8,0,0,"[('sure',), ('video',), ('music',), ('white',), ('tv',), ('youtub',), ('show',), ('countri',)]",[],[],7,"{('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.1957,0
9721,0,1,0,2,3,9,0,2,0,59,0,16,0,0,"[('work',), ('ireland',), ('bet',), ('like',), ('irish',), ('new',), ('day',), ('watch',), ('find',), ('dirti',), ('big',), ('care',), ('time',), ('old',), ('stay',), ('home',)]",[],[],11,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.7345,0
9722,1,0,0,1,0,0,0,0,0,8,0,1,0,0,"[('wonder',)]",[],[],4,"{('NN', 'IN'), ('DT', 'JJ'), ('JJ', 'NN'), ('IN', 'NN')}",0.5719,1
9723,1,0,0,1,0,0,0,0,0,13,0,3,0,0,"[('ireland',), ('london',), ('nt',)]",[],[],4,"{('NN', 'IN'), ('IN', 'NN'), ('NN', 'NN'), ('NNS', 'IN')}",0.3182,1
9724,1,0,1,1,0,3,0,0,0,33,0,6,0,0,"[('town',), ('ago',), ('year',), ('irish',), ('not',), ('pictur',)]",[],[],9,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('PRP', 'VBP'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NNS', 'IN')}",0.0,1
9725,1,0,0,2,0,1,0,1,0,21,0,3,0,0,"[('stay',), ('immigr',), ('open',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.5267,0
9726,1,0,0,1,1,3,0,1,0,12,0,5,0,0,"[('black',), ('yes',), ('car',), ('african',), ('seen',)]",[],[],3,"{('DT', 'NN'), ('NN', 'IN'), ('JJ', 'NNS')}",0.4019,0
9727,1,0,0,1,0,4,0,1,0,29,0,7,0,0,"[('car',), ('year',), ('new',), ('come',), ('countri',), ('old',), ('think',)]",[],[],6,"{('JJ', 'NNS'), ('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('IN', 'DT'), ('DT', 'NN')}",0.0,1
9728,1,0,0,1,0,3,0,1,0,29,0,7,0,0,"[('money',), ('sure',), ('car',), ('govern',), ('be',), ('know',), ('give',)]",[],[],6,"{('NNS', 'VBP'), ('PRP', 'VBP'), ('NN', 'IN'), ('IN', 'DT'), ('IN', 'NN'), ('DT', 'NN')}",-0.3491,1
9729,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"[('exact',)]",[],[],0,set(),0.0,0
9730,0,0,0,2,0,6,0,0,0,37,0,5,1,0,"[('black',), ('destroy',), ('white',), ('societi',), ('brown',)]","[('black', 'brown')]",[],6,"{('JJ', 'NNS'), ('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'IN'), ('IN', 'DT'), ('DT', 'NN')}",-0.8655,1
9731,0,0,2,1,2,6,0,0,0,38,0,10,0,0,"[('hell',), ('go',), ('year',), ('irish',), ('societi',), ('come',), ('countri',), ('live',), ('bring',), ('poor',)]",[],[],10,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('PRP', 'VBP'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.8875,1
9732,1,0,0,1,0,0,0,0,0,3,0,2,0,0,"[('know',), ('not',)]",[],[],0,set(),0.0,1
9733,1,0,0,1,0,0,0,1,0,19,0,1,0,0,"[('drug',)]",[],[],2,"{('TO', 'VB'), ('DT', 'NN')}",-0.2033,1
9734,1,0,0,1,0,1,0,1,0,6,0,1,0,0,"[('guess',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.0,0
9735,1,0,0,1,0,1,0,1,0,9,0,4,1,0,"[('think',), ('like',), ('sound',), ('person',)]","[('sound', 'like')]",[],3,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN')}",-0.25,1
9736,1,0,0,1,0,2,0,0,0,25,0,6,0,0,"[('peopl',), ('year',), ('like',), ('watch',), ('nt',), ('happen',)]",[],[],7,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.3612,0
9737,1,0,0,1,0,1,0,0,0,7,0,2,0,0,"[('support',), ('come',)]",[],[],0,set(),0.4019,0
9738,1,0,0,0,1,0,0,0,0,20,0,6,0,0,"[('peopl',), ('red',), ('like',), ('got',), ('time',), ('act',)]",[],[],2,"{('NNS', 'VBP'), ('NNS', 'IN')}",-0.0772,1
9739,0,1,1,2,0,2,0,1,0,24,0,3,0,0,"[('govern',), ('stay',), ('immigr',)]",[],[],3,"{('NNS', 'VBP'), ('JJ', 'NN'), ('TO', 'VB')}",-0.2481,0
9740,1,0,1,0,0,1,0,0,0,9,0,4,0,0,"[('old',), ('littl',), ('like',), ('kid',)]",[],[],1,"{('JJ', 'NNS')}",0.3612,0
9741,1,0,0,1,0,1,0,1,0,16,0,3,0,0,"[('time',), ('hit',), ('kid',)]",[],[],7,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0,0
9742,0,0,0,1,1,1,0,0,0,11,0,3,0,0,"[('big',), ('irish',), ('scum',)]",[],[],5,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",-0.3818,1
9743,1,0,0,1,0,1,0,0,0,13,0,4,0,0,"[('give',), ('chines',), ('cultur',), ('world',)]",[],[],4,"{('NNS', 'VBP'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.3182,1
9744,0,0,0,1,0,5,0,0,0,20,0,4,0,0,"[('black',), ('year',), ('sit',), ('wait',)]",[],[],6,"{('NNS', 'VBP'), ('PRP', 'VBP'), ('JJ', 'NN'), ('TO', 'VB'), ('NN', 'NN'), ('DT', 'NN')}",0.4767,1
9745,1,0,0,1,2,1,0,0,0,34,0,2,0,0,"[('europ',), ('jesus',)]",[],[],9,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.7227,1
9746,1,0,0,1,1,2,0,1,0,6,0,0,0,0,[],[],[],3,"{('NN', 'CC'), ('TO', 'VB'), ('NN', 'NN')}",0.4588,1
9747,1,1,0,0,1,3,0,0,0,17,0,3,0,0,"[('post',), ('place',), ('will',)]",[],[],4,"{('NN', 'IN'), ('PRP', 'VBP'), ('IN', 'NN'), ('JJ', 'NNS')}",0.8383,0
9748,1,0,0,1,1,2,0,1,0,14,0,4,0,0,"[('old',), ('friend',), ('day',), ('went',)]",[],[],5,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",0.4939,1
9749,1,0,0,1,0,1,0,0,0,34,0,7,0,0,"[('place',), ('disgust',), ('great',), ('got',), ('said',), ('chines',), ('pretti',)]",[],[],5,"{('JJ', 'NN'), ('TO', 'VB'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.5994,0
9750,1,0,0,1,0,2,0,0,0,16,0,5,0,0,"[('friend',), ('white',), ('natur',), ('not',), ('eat',)]",[],[],5,"{('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN')}",0.5719,0
9751,1,0,1,0,0,3,0,0,0,12,0,2,0,0,"[('life',), ('free',)]",[],[],1,"{('JJ', 'NN')}",0.1531,1
9752,1,1,0,0,0,2,0,0,0,14,0,6,0,0,"[('kid',), ('wait',), ('white',), ('sound',), ('bad',), ('not',)]",[],[],4,"{('JJ', 'NN'), ('NN', 'NN'), ('NNS', 'IN'), ('PRP', 'VBP')}",0.484,0
9753,1,0,0,1,0,1,0,0,0,7,0,4,0,0,"[('soon',), ('near',), ('town',), ('come',)]",[],[],2,"{('NN', 'IN'), ('DT', 'NN')}",0.0,0
9754,1,0,0,3,1,1,0,0,0,28,0,3,0,0,"[('truth',), ('care',), ('reason',)]",[],[],7,"{('JJ', 'NNS'), ('NN', 'IN'), ('NN', 'CC'), ('TO', 'VB'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.6808,1
9755,1,0,0,1,0,3,0,0,0,18,0,4,0,0,"[('live',), ('year',), ('town',), ('man',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0,1
9756,1,0,0,1,0,0,0,1,0,9,0,1,0,0,"[('thought',)]",[],[],1,"{('NN', 'IN')}",0.0,1
9757,1,1,0,0,0,0,0,1,0,18,0,6,0,0,"[('week',), ('peopl',), ('heard',), ('got',), ('get',), ('differ',)]",[],[],4,"{('DT', 'NN'), ('NN', 'NN'), ('TO', 'VB'), ('JJ', 'NNS')}",0.1759,1
9758,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"[('yeah',)]",[],[],0,set(),0.296,0
9759,1,0,0,1,0,1,0,0,0,10,0,4,0,0,"[('look',), ('teacher',), ('kid',), ('feed',)]",[],[],4,"{('NNS', 'VBP'), ('NN', 'IN'), ('IN', 'DT'), ('DT', 'NN')}",0.0,1
9760,1,0,0,1,0,0,0,0,0,12,0,2,0,0,"[('black',), ('nt',)]",[],[],2,"{('DT', 'JJ'), ('NN', 'NN')}",0.25,1
9761,1,0,1,0,0,1,0,0,0,11,0,4,0,0,"[('head',), ('got',), ('not',), ('open',)]",[],[],2,"{('NN', 'CC'), ('NN', 'IN')}",0.0,1
9762,1,0,0,3,0,1,0,2,0,10,0,2,0,0,"[('guy',), ('forum',)]",[],[],5,"{('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.0,1
9763,1,0,0,3,0,2,0,3,0,34,0,7,0,0,"[('peopl',), ('like',), ('heard',), ('countri',), ('nt',), ('good',), ('hear',)]",[],[],6,"{('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('DT', 'NN')}",0.802,1
9764,1,0,0,1,0,3,0,1,0,12,0,3,0,0,"[('mayb',), ('open',), ('eye',)]",[],[],2,"{('IN', 'NN'), ('PRP', 'VBP')}",0.0,0
9765,1,0,0,1,0,2,0,0,0,10,0,2,0,0,"[('irish',), ('talk',)]",[],[],1,"{('TO', 'VB')}",-0.0516,1
9766,1,0,1,0,0,1,0,0,0,3,0,0,0,0,[],[],[],0,set(),0.0,1
9767,1,0,0,1,0,0,0,0,0,4,0,0,0,0,[],[],[],1,"{('DT', 'NN')}",-0.6486,1
9768,1,0,0,1,1,0,0,0,0,9,0,1,0,0,"[('day',)]",[],[],4,"{('NN', 'IN'), ('DT', 'JJ'), ('JJ', 'NN'), ('IN', 'NN')}",0.0,1
9769,1,0,0,1,0,1,0,0,0,11,0,1,0,0,"[('countri',)]",[],[],4,"{('DT', 'JJ'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'NN')}",-0.5106,0
9770,0,0,0,5,2,5,0,0,0,39,0,10,0,0,"[('post',), ('black',), ('murder',), ('hell',), ('deal',), ('laugh',), ('drug',), ('zionist',), ('near',), ('pictur',)]",[],[],6,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",-0.7717,1
9771,1,0,0,1,0,1,0,0,0,3,0,0,0,0,[],[],[],1,"{('DT', 'NN')}",-0.4019,0
9772,1,0,0,1,2,3,0,0,0,22,0,4,0,0,"[('nt',), ('racial',), ('start',), ('went',)]",[],[],5,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",-0.5719,1
9773,1,0,0,2,2,0,0,1,0,15,0,5,0,0,"[('real',), ('day',), ('irish',), ('tv',), ('person',)]",[],[],7,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0,0
9774,1,0,0,2,0,1,0,0,0,7,0,2,0,0,"[('news',), ('show',)]",[],[],3,"{('NNS', 'VBP'), ('NN', 'CC'), ('IN', 'NN')}",-0.4019,1
9775,1,0,0,1,1,0,0,1,0,7,0,1,0,0,"[('think',)]",[],[],1,"{('NN', 'NN')}",0.0,0
9776,1,1,0,0,1,1,0,2,0,18,0,6,0,0,"[('die',), ('will',), ('tv',), ('bitch',), ('time',), ('immigr',)]",[],[],5,"{('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN')}",-0.7424,1
9777,1,0,0,0,1,0,0,0,0,4,0,1,0,0,"[('ugli',)]",[],[],0,set(),-0.5106,0
9778,1,0,0,2,0,5,0,2,0,38,0,7,0,0,"[('post',), ('black',), ('ago',), ('free',), ('place',), ('got',), ('steal',)]",[],[],8,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.6705,0
9779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],[],[],0,set(),0.0,0
9780,1,0,0,0,1,1,0,1,0,35,0,10,1,0,"[('ethnic',), ('ireland',), ('race',), ('place',), ('mix',), ('african',), ('chines',), ('time',), ('men',), ('problem',)]","[('race', 'mix')]",[],6,"{('NNS', 'IN'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('DT', 'JJ'), ('DT', 'NN')}",-0.6757,0
9781,1,0,0,2,0,3,0,1,0,35,0,0,0,0,[],[],[],9,"{('NNS', 'VBP'), ('NNS', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.0,0
9782,1,0,1,2,0,1,0,0,0,9,0,2,0,0,"[('buy',), ('know',)]",[],[],0,set(),0.0,1
9783,1,0,1,0,0,2,0,0,0,7,0,1,0,0,"[('post',)]",[],[],1,"{('IN', 'NN')}",0.0,0
9784,1,0,0,1,0,1,0,0,0,14,0,1,0,0,"[('throw',)]",[],[],3,"{('NN', 'IN'), ('NN', 'NN'), ('DT', 'NN')}",-0.0516,0
9785,1,0,0,1,0,0,0,0,0,1,0,0,0,0,[],[],[],0,set(),0.0,1
9786,1,0,1,0,0,3,0,1,0,22,0,5,0,0,"[('work',), ('ireland',), ('white',), ('hard',), ('racial',)]",[],[],7,"{('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'NN')}",0.3612,1
9787,1,0,0,1,0,1,0,2,0,13,0,3,0,0,"[('bring',), ('be',), ('folk',)]",[],[],3,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NNS')}",0.0,1
9788,1,1,1,0,1,2,0,0,0,6,0,1,0,0,"[('live',)]",[],[],3,"{('JJ', 'NN'), ('NN', 'NN'), ('PRP', 'VBP')}",0.0,1
9789,1,0,0,3,0,0,0,0,0,4,1,3,0,0,"[('lol',), ('man',), ('suck',)]",[],[],0,set(),0.0772,1
9790,1,0,0,1,1,0,0,0,0,7,0,2,0,0,"[('black',), ('day',)]",[],[],2,"{('DT', 'JJ'), ('JJ', 'NN')}",0.34,0
9791,1,0,0,0,1,0,0,1,0,16,0,4,1,0,"[('peopl',), ('day',), ('like',), ('white',)]","[('white', 'peopl')]",[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('JJ', 'NN'), ('DT', 'JJ'), ('NN', 'NN')}",0.5994,1
9792,1,0,0,0,1,1,0,1,0,21,0,5,0,0,"[('check',), ('europ',), ('rape',), ('non',), ('canada',)]",[],[],5,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NNS', 'IN')}",-0.7063,0
9793,1,0,0,1,0,1,0,1,0,7,0,2,0,0,"[('find',), ('news',)]",[],[],2,"{('TO', 'VB'), ('DT', 'NN')}",0.0,0
9794,1,0,0,1,2,1,0,0,0,16,0,5,0,0,"[('need',), ('white',), ('canada',), ('right',), ('start',)]",[],[],4,"{('NNS', 'VBP'), ('TO', 'VB'), ('NNS', 'IN'), ('PRP', 'VBP')}",-0.3818,0
9795,1,0,0,1,1,1,0,1,0,5,0,0,0,0,[],[],[],1,"{('NN', 'NN')}",0.0,0
9796,1,0,0,2,0,2,0,1,0,16,0,5,0,0,"[('white',), ('like',), ('live',), ('area',), ('nt',)]",[],[],4,"{('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN')}",0.3612,1
9797,1,0,0,1,0,2,0,0,0,17,0,5,0,0,"[('have',), ('like',), ('nt',), ('home',), ('immigr',)]",[],[],1,"{('NNS', 'IN')}",0.3612,1
9798,1,0,0,1,0,2,0,1,0,22,0,3,0,0,"[('look',), ('said',), ('reason',)]",[],[],4,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN'), ('IN', 'NN')}",-0.5859,0
9799,1,0,0,1,0,1,0,1,0,11,0,3,0,0,"[('school',), ('girl',), ('went',)]",[],[],3,"{('NN', 'IN'), ('IN', 'NN'), ('DT', 'NN')}",0.0,1
9800,1,0,0,1,1,2,0,0,0,27,0,5,1,0,"[('traitor',), ('race',), ('call',), ('head',), ('said',)]","[('race', 'traitor')]",[],8,"{('NNS', 'VBP'), ('NNS', 'IN'), ('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.8316,1
9801,1,0,0,1,0,1,0,0,0,9,0,2,0,0,"[('nt',), ('week',)]",[],[],2,"{('NN', 'IN'), ('DT', 'NN')}",0.0,0
9802,1,2,0,0,0,0,0,1,0,1,0,0,0,0,[],[],[],0,set(),0.6351,1
9803,1,0,2,0,1,2,0,1,0,28,0,10,0,0,"[('kind',), ('thought',), ('long',), ('hate',), ('exact',), ('way',), ('race',), ('white',), ('save',), ('canada',)]",[],[],7,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'NN'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.5661,1
9804,1,0,0,1,0,1,0,1,0,7,0,2,0,0,"[('ago',), ('week',)]",[],[],2,"{('DT', 'JJ'), ('JJ', 'NNS')}",0.0,0
